"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "x"
"8135" 4 11 11 11 17 4 4 13 13 6 4 5 7 5 9 10 9 9 10 7 1
"8136" 0 11 8 13 12 11 8 5 6 3 2 4 9 13 7 4 11 12 13 10 1
"8137" 84 78 69 49 26 17 25 26 40 41 27 22 8 12 19 38 25 1 13 25 1
"8138" 3 7 5 3 12 9 6 17 35 30 19 22 10 0 0 3 3 1 1 4 1
"8139" 19 39 37 26 15 10 17 39 120 148 104 73 42 37 26 14 10 22 33 21 1
"8140" 0 1 2 2 5 14 7 5 4 1 2 2 1 2 1 1 2 3 12 5 1
"8141" 12 12 8 0 4 26 30 44 72 43 12 9 5 10 12 6 3 5 9 4 1
"8142" 60 105 250 468 583 551 475 809 681 310 706 491 322 168 85 57 34 50 65 79 1
"8143" 11 12 3 4 8 8 5 13 18 19 11 18 13 9 12 9 4 9 13 9 1
"8144" 9 7 2 7 2 14 4 0 0 13 52 49 35 35 51 91 191 406 631 654 1
"8145" 16 12 12 15 15 19 38 36 14 10 17 8 4 9 7 15 19 15 21 10 1
"8146" 22 23 5 0 0 11 37 34 33 59 75 51 26 8 1 6 7 11 12 6 1
"8147" 10 22 20 2 7 12 20 45 12 23 13 5 10 6 9 9 6 4 0 0 1
"8148" 0 0 0 0 1 2 5 5 7 11 9 9 9 10 14 12 12 9 4 4 1
"8149" 0 0 4 17 34 30 48 38 28 36 35 19 12 9 11 12 18 11 7 12 1
"8150" 19 19 1 1 7 30 38 106 180 217 214 160 126 84 90 75 120 160 135 208 1
"8151" 8 10 15 9 9 6 5 10 10 11 15 11 16 9 20 17 9 5 9 11 1
"8152" 371 487 447 288 90 32 60 144 365 380 241 164 78 45 42 27 40 51 27 25 1
"8153" 13 7 3 4 9 11 8 16 27 25 21 14 9 8 13 9 5 5 5 9 1
"8154" 1 3 7 1 7 7 2 2 2 7 9 5 7 9 8 7 7 1 1 2 1
"8155" 5 15 9 2 5 10 7 6 9 8 9 7 16 21 11 11 16 11 5 7 1
"8156" 35 48 63 74 93 101 100 68 74 71 60 40 26 26 22 18 13 9 9 13 1
"8157" 41 35 27 23 31 68 202 219 189 293 403 258 233 267 227 131 73 112 109 66 1
"8158" 13 10 12 18 23 15 20 27 15 4 3 12 14 11 6 6 3 3 3 0 1
"8159" 2 2 2 4 3 5 19 15 7 6 6 2 0 5 13 4 3 10 7 16 1
"8160" 72 54 45 37 31 79 107 157 250 457 393 298 394 346 104 43 50 27 0 23 1
"8161" 35 40 34 42 17 24 24 30 71 87 31 18 17 12 23 27 27 37 30 20 1
"8162" 0 0 4 4 1 9 7 21 51 42 32 20 13 9 13 10 4 5 16 15 1
"8163" 2 2 1 2 2 1 5 7 21 32 52 32 17 14 25 23 19 16 4 0 1
"8164" 33 25 14 25 20 14 27 85 147 183 267 172 110 39 34 18 11 61 83 208 1
"8165" 241 302 256 288 208 279 159 316 378 293 259 186 309 497 532 248 158 223 181 138 1
"8166" 4 6 7 6 15 11 5 0 3 8 6 1 0 2 8 11 3 1 2 5 1
"8167" 3 2 1 4 7 7 7 9 7 7 6 9 7 3 4 1 4 5 6 6 1
"8168" 129 105 82 69 89 79 170 264 229 234 180 126 32 12 9 7 9 20 13 16 1
"8169" 0 0 1 1 0 4 5 1 0 0 0 0 0 0 0 0 4 0 0 0 1
"8170" 6 8 11 3 7 7 6 5 1 1 2 1 4 3 3 8 4 1 2 2 1
"8171" 8 3 4 12 5 4 5 5 9 6 23 24 6 5 2 3 0 0 0 0 1
"8172" 0 1 3 8 4 6 3 6 11 7 6 6 5 7 5 5 4 5 2 2 1
"8173" 16 19 19 15 80 96 49 137 209 217 167 107 116 102 105 77 53 23 26 37 1
"8174" 3 10 5 7 10 7 10 10 13 16 19 17 11 12 11 7 15 14 13 15 1
"8175" 5 1 1 1 1 0 0 2 2 0 0 2 0 0 6 4 1 1 0 2 1
"8176" 0 2 0 0 1 2 1 13 64 62 52 62 40 31 30 22 32 46 39 34 1
"8177" 2 2 0 0 1 3 2 2 8 6 7 8 6 6 2 1 2 5 3 1 1
"8178" 5 1 1 6 12 9 2 2 3 4 6 3 1 4 3 1 0 0 0 0 1
"8179" 10 20 16 12 18 14 15 25 82 114 122 149 102 108 92 78 51 12 4 4 1
"8180" 37 36 32 37 80 94 193 288 240 256 171 62 24 9 8 1 6 7 3 1 1
"8181" 0 1 4 3 2 10 17 13 15 21 32 25 16 13 8 3 4 4 0 1 1
"8182" 15 16 12 13 4 3 1 3 10 9 8 5 2 6 9 14 14 8 12 9 1
"8183" 0 0 1 3 0 2 4 2 0 0 1 1 4 7 6 2 0 3 8 6 1
"8184" 729 247 243 199 94 66 46 26 24 23 19 21 115 76 59 27 22 24 29 21 1
"8185" 11 14 11 12 7 5 8 3 24 55 60 35 17 8 6 11 36 37 28 20 1
"8186" 1 3 0 2 4 3 1 0 1 10 12 12 10 3 2 0 0 1 1 4 1
"8187" 17 6 6 7 2 6 5 21 33 44 66 83 55 35 16 16 3 6 1 5 1
"8188" 11 9 10 7 3 8 4 5 11 13 22 31 17 11 2 2 4 3 6 2 1
"8189" 7 10 13 12 19 15 15 15 12 20 18 15 15 22 13 17 14 11 12 9 1
"8190" 1 3 6 2 3 10 11 3 8 7 3 3 5 13 14 15 9 6 4 1 1
"8191" 10 8 7 7 5 3 5 13 14 10 15 17 11 6 3 3 8 7 11 11 1
"8192" 8 13 10 8 10 7 6 7 8 12 14 19 8 3 6 8 3 2 6 10 1
"8193" 0 0 0 2 10 12 12 11 10 12 16 14 15 19 14 2 9 11 15 18 1
"8194" 3 0 0 2 2 1 7 8 6 8 1 4 10 8 1 1 0 13 13 3 1
"8195" 9 15 11 7 13 13 6 10 16 15 10 16 9 11 4 10 16 16 14 6 1
"8196" 3 6 0 7 16 8 2 0 6 4 9 13 11 9 7 3 9 9 12 7 1
"8197" 138 121 64 39 37 56 108 250 508 456 235 204 122 80 44 18 30 40 47 44 1
"8198" 52 53 41 42 25 36 106 205 273 321 333 369 269 190 113 154 112 56 50 47 1
"8199" 192 207 196 173 167 160 114 54 23 14 20 32 49 89 78 44 35 40 89 132 1
"8200" 10 0 0 0 1 1 4 8 0 6 12 3 7 13 8 2 1 1 7 14 1
"8201" 4 6 11 15 12 4 7 7 10 13 5 3 8 9 10 10 3 3 1 1 1
"8202" 0 5 5 0 4 4 1 2 0 0 0 0 1 0 2 2 4 1 0 1 1
"8203" 6 3 6 12 9 4 0 1 7 7 4 7 5 2 0 2 3 4 8 8 1
"8204" 14 10 15 14 20 17 13 27 26 14 18 20 11 8 12 10 5 4 2 3 1
"8205" 9 18 23 16 14 16 23 36 34 55 64 87 84 57 21 4 14 10 18 6 1
"8206" 3 6 6 1 5 11 9 7 7 10 3 5 8 11 12 7 2 2 10 13 1
"8207" 0 0 0 0 4 4 3 3 7 8 3 3 6 5 5 13 5 7 8 21 1
"8208" 0 4 4 2 7 12 2 0 8 11 10 11 6 4 5 2 6 7 1 2 1
"8209" 0 0 0 0 0 0 1 7 17 19 20 15 7 5 15 21 21 10 4 4 1
"8210" 10 7 8 3 6 10 9 9 13 10 11 12 13 18 8 12 9 17 24 21 1
"8211" 5 6 4 10 8 10 16 15 29 41 54 51 12 7 15 5 6 9 13 7 1
"8212" 2 2 1 2 2 1 3 3 5 3 2 3 6 12 11 6 2 6 6 0 1
"8213" 0 0 0 0 0 0 0 0 4 14 11 6 0 13 13 2 1 5 4 1 1
"8214" 2 1 1 5 4 4 1 3 2 2 1 1 3 4 6 4 1 1 0 0 1
"8215" 2 0 2 3 5 11 9 1 5 15 22 24 18 11 4 5 5 4 6 10 1
"8216" 12 15 18 15 20 19 23 47 63 63 62 84 63 50 37 18 26 27 28 15 1
"8217" 0 2 3 2 0 0 0 5 12 18 15 10 8 6 8 8 1 0 0 0 1
"8218" 2 0 5 7 10 11 5 2 8 5 2 0 6 2 1 4 4 0 0 0 1
"8219" 2 1 19 16 11 6 13 11 2 9 7 9 13 11 4 6 5 4 4 5 1
"8220" 7 8 3 3 2 0 2 3 3 2 3 1 2 1 2 2 0 2 3 7 1
"8221" 4 2 4 2 2 2 0 2 9 6 9 7 1 5 5 5 1 1 9 14 1
"8222" 8 6 5 8 9 17 10 10 7 2 1 3 3 2 5 9 6 9 10 10 1
"8223" 14 12 9 12 12 20 16 9 17 39 44 46 31 32 17 12 15 23 24 10 1
"8224" 5 5 4 3 1 1 1 2 6 7 4 2 1 1 1 0 0 4 2 0 1
"8225" 6 7 6 16 24 20 22 33 48 65 65 56 48 28 7 5 5 15 17 13 1
"8226" 21 24 21 17 10 17 29 22 31 33 49 68 76 91 99 79 39 40 21 22 1
"8227" 9 8 4 4 4 5 6 2 2 2 1 2 6 4 7 9 9 9 8 5 1
"8228" 14 5 6 12 10 14 12 7 12 10 15 13 14 6 8 8 3 5 7 9 1
"8229" 0 0 1 2 1 0 1 6 4 1 2 2 3 4 5 1 3 4 4 7 1
"8230" 7 12 13 7 12 8 1 2 1 2 2 0 6 5 6 7 6 6 11 8 1
"8231" 12 9 1 1 3 0 3 2 2 4 5 13 11 6 0 0 3 0 0 10 1
"8232" 21 19 17 23 18 14 21 81 233 270 318 388 472 457 190 66 45 44 44 59 1
"8233" 26 30 28 25 23 36 47 74 141 142 147 76 34 19 11 17 20 15 26 25 1
"8234" 93 111 77 139 117 60 62 82 153 286 354 377 238 77 73 84 64 51 28 41 1
"8235" 31 50 67 60 28 24 25 19 20 15 17 12 7 4 0 20 21 22 22 34 1
"8236" 14 4 18 27 53 73 78 97 104 135 108 100 75 43 26 8 3 12 8 8 1
"8237" 1 10 19 6 4 12 6 13 7 6 12 9 14 13 1 6 3 1 8 7 1
"8238" 1 6 23 21 25 47 43 22 11 26 74 87 52 40 18 38 129 299 330 233 1
"8239" 33 27 35 35 27 57 126 188 174 227 117 121 166 42 22 16 17 13 15 19 1
"8240" 1 10 10 2 3 4 3 3 8 10 6 6 4 5 1 2 0 1 0 0 1
"8241" 19 34 17 17 9 15 21 60 75 58 37 17 5 13 22 13 13 8 4 5 1
"8242" 41 86 162 91 72 30 22 73 186 248 218 213 241 133 80 66 20 54 67 61 1
"8243" 4 6 8 6 3 3 3 3 4 4 7 5 5 2 1 2 0 0 0 0 1
"8244" 7 6 0 3 2 1 1 0 0 1 3 3 1 0 0 0 0 0 0 0 1
"8245" 3 6 1 1 2 6 8 8 1 1 2 2 1 3 3 5 4 7 10 8 1
"8246" 2 2 6 9 4 4 4 9 11 7 6 3 4 4 1 1 7 9 4 0 1
"8247" 1 0 0 4 6 1 3 5 5 4 15 4 0 0 0 0 0 0 0 0 1
"8248" 14 17 8 6 14 11 13 8 9 8 23 37 30 22 34 26 24 35 37 22 1
"8249" 9 14 6 7 4 0 2 5 9 4 2 0 0 0 0 1 0 3 3 5 1
"8250" 13 15 16 15 7 4 4 4 5 5 7 9 10 5 3 3 4 5 4 3 1
"8251" 23 37 27 38 53 52 64 86 187 313 259 206 229 201 108 56 23 19 19 33 1
"8252" 0 0 0 2 2 2 0 2 3 3 4 3 6 2 3 2 0 0 3 3 1
"8253" 11 16 5 5 5 12 5 11 17 15 10 4 6 4 3 3 3 3 5 12 1
"8254" 22 31 34 18 3 6 11 14 69 157 130 68 22 12 10 4 3 0 2 10 1
"8255" 22 20 25 25 19 25 20 18 36 54 77 86 57 84 82 71 92 75 77 29 1
"8256" 7 12 1 1 3 3 9 15 13 19 27 16 6 7 10 14 18 16 10 7 1
"8257" 7 7 8 8 8 17 13 7 5 8 12 8 11 10 11 6 9 12 10 2 1
"8258" 5 5 16 50 61 101 181 316 420 348 169 146 95 35 24 68 175 218 348 365 1
"8259" 10 12 9 30 12 12 17 15 28 33 41 44 19 15 26 26 23 14 9 4 1
"8260" 0 0 0 0 0 1 6 6 7 15 5 2 0 8 5 5 4 4 2 6 1
"8261" 16 19 48 96 146 212 248 291 281 256 271 224 226 151 69 33 12 10 20 44 1
"8262" 39 43 14 43 34 34 49 82 145 197 139 104 99 97 80 29 51 50 31 52 1
"8263" 10 13 22 30 52 40 70 78 91 55 64 85 55 27 19 20 16 11 10 6 1
"8264" 12 11 6 7 8 6 5 18 10 19 18 16 15 16 12 7 9 8 10 21 1
"8265" 0 0 0 4 5 5 5 1 0 11 9 2 6 8 7 4 3 1 6 3 1
"8266" 7 16 16 10 9 22 42 124 162 83 62 96 98 42 14 14 18 22 26 22 1
"8267" 14 12 19 13 12 10 31 42 34 48 36 9 11 11 5 16 23 17 8 6 1
"8268" 19 47 49 49 43 57 55 117 308 274 216 301 272 103 102 84 34 24 27 17 1
"8269" 66 104 121 176 120 170 161 218 228 149 231 201 150 80 34 18 22 42 50 38 1
"8270" 5 3 2 3 5 3 11 8 1 3 10 10 5 9 5 9 6 6 6 4 1
"8271" 5 17 32 43 62 57 82 114 106 137 133 67 75 100 90 75 48 50 26 22 1
"8272" 154 131 145 63 9 12 37 85 141 168 131 239 177 70 38 43 33 31 51 61 1
"8273" 14 13 3 0 1 6 24 169 308 418 403 352 264 165 164 114 73 57 41 39 1
"8274" 0 1 1 1 1 1 3 0 1 3 2 4 7 2 3 6 6 4 7 6 1
"8275" 7 8 8 6 6 1 2 6 3 18 15 5 3 10 12 6 7 2 0 1 1
"8276" 10 17 59 177 159 202 204 167 281 233 197 324 303 179 81 231 263 204 127 24 1
"8277" 103 206 233 166 162 164 120 156 218 241 159 144 126 121 83 93 77 34 42 38 1
"8278" 2 8 4 12 3 7 15 11 12 9 2 3 8 8 3 7 9 4 2 5 1
"8279" 3 3 17 14 10 8 9 6 8 13 26 24 5 3 8 7 0 0 2 1 1
"8280" 9 4 5 3 2 2 4 6 3 1 1 2 5 5 12 14 8 0 5 8 1
"8281" 0 1 0 0 0 0 1 4 5 5 5 4 2 0 0 0 3 8 2 1 1
"8282" 8 10 14 10 8 14 15 12 27 30 21 22 26 16 7 7 8 9 5 12 1
"8283" 6 10 6 13 11 15 17 7 3 12 15 9 1 6 10 6 12 15 16 7 1
"8284" 10 6 26 21 15 8 15 34 26 24 58 79 53 8 14 10 8 5 1 4 1
"8285" 1 4 8 7 3 1 2 7 9 7 3 2 2 8 6 9 12 11 1 1 1
"8286" 19 21 8 6 7 19 26 39 52 71 99 72 49 33 33 30 24 9 18 31 1
"8287" 8 15 11 3 1 2 9 7 10 8 21 22 9 5 9 7 7 1 11 16 1
"8288" 7 6 7 7 7 9 2 6 3 5 9 4 6 11 7 12 8 1 1 1 1
"8289" 1 10 27 22 12 6 19 56 120 119 125 189 163 113 57 20 2 2 0 0 1
"8290" 2 3 4 3 5 6 2 6 7 11 5 0 3 5 4 6 0 0 0 5 1
"8291" 12 19 16 14 20 34 68 100 218 269 182 247 280 234 256 224 173 173 157 131 1
"8292" 172 105 100 158 216 128 132 144 152 165 135 62 26 28 30 23 27 34 39 27 1
"8293" 5 1 0 4 4 0 2 3 4 3 10 9 4 3 5 8 12 11 7 6 1
"8294" 6 8 6 0 5 1 0 4 6 2 3 3 4 4 5 6 10 6 1 2 1
"8295" 0 4 4 1 1 3 3 2 2 4 10 5 6 6 0 0 2 2 3 1 1
"8296" 9 10 9 13 5 5 9 15 7 11 5 8 6 4 2 5 1 4 1 0 1
"8297" 7 26 13 8 10 6 2 1 5 8 11 11 7 4 3 6 5 3 5 3 1
"8298" 0 1 4 3 9 19 3 14 64 126 151 184 214 195 135 64 38 30 13 11 1
"8299" 2 3 4 1 3 2 3 6 6 5 4 3 1 6 16 11 7 4 5 3 1
"8300" 8 6 3 8 5 0 8 8 1 1 2 4 1 2 1 2 2 4 9 4 1
"8301" 5 14 28 19 9 3 4 4 11 26 32 11 5 4 5 2 3 1 0 2 1
"8302" 0 0 0 0 0 7 137 224 106 116 83 53 24 9 12 29 35 26 16 6 1
"8303" 8 2 6 4 7 11 12 7 4 5 9 4 3 0 0 0 0 0 0 0 1
"8304" 11 12 8 7 19 18 17 14 13 14 39 41 25 19 13 12 26 27 11 10 1
"8305" 8 11 10 8 6 6 26 29 29 12 11 16 14 21 20 13 11 2 5 9 1
"8306" 11 6 7 2 7 9 9 17 29 26 19 27 23 10 4 2 4 9 9 3 1
"8307" 8 9 3 2 4 1 6 7 4 15 16 5 7 10 5 0 8 12 6 5 1
"8308" 8 11 15 10 8 10 18 12 11 22 57 46 10 14 12 5 10 8 15 16 1
"8309" 7 10 1 6 10 8 9 5 13 8 9 3 1 13 17 9 6 1 2 5 1
"8310" 8 8 7 5 12 19 9 3 4 5 6 10 8 9 3 1 3 3 5 6 1
"8311" 5 3 1 3 3 1 4 6 7 11 11 12 3 6 9 7 0 1 1 1 1
"8312" 9 13 8 2 7 8 2 2 8 12 4 3 7 10 3 9 10 0 0 0 1
"8313" 8 2 4 17 42 96 155 335 408 395 368 284 289 158 81 25 11 14 39 48 1
"8314" 1 0 3 9 8 7 17 10 8 8 9 6 7 4 7 8 7 3 8 11 1
"8315" 18 11 8 5 2 9 9 5 7 9 9 3 3 8 11 7 5 8 10 3 1
"8316" 9 9 6 5 7 9 9 9 6 8 14 4 4 3 11 8 4 4 1 1 1
"8317" 3 2 5 3 10 9 9 17 13 6 5 6 17 15 1 2 2 0 0 0 1
"8318" 5 7 12 9 5 6 2 8 3 13 4 6 7 10 3 4 8 9 12 9 1
"8319" 105 109 134 156 135 123 116 190 237 184 207 228 157 233 343 198 151 205 189 50 1
"8320" 118 42 19 10 13 17 12 5 6 4 9 11 9 9 8 4 12 7 5 5 1
"8321" 1 2 4 6 5 0 1 3 5 6 12 9 4 3 4 5 1 5 5 0 1
"8322" 60 36 39 76 102 80 63 86 48 69 89 61 43 57 39 36 20 21 20 6 1
"8323" 15 37 49 78 92 232 276 210 249 314 554 598 370 425 237 68 33 24 17 21 1
"8324" 0 0 1 1 1 1 1 11 17 7 4 9 2 2 5 5 3 6 3 6 1
"8325" 2 5 10 8 14 16 10 11 5 6 7 3 5 5 7 6 2 8 8 10 1
"8326" 21 15 40 62 53 90 146 186 128 151 166 107 94 39 3 4 4 4 14 11 1
"8327" 8 6 3 9 6 1 6 7 6 9 5 6 11 7 11 9 2 9 14 9 1
"8328" 25 24 12 8 5 8 8 8 15 19 8 9 8 3 7 19 21 5 12 15 1
"8329" 18 12 26 35 34 20 11 36 69 113 135 70 68 93 88 94 46 22 18 27 1
"8330" 1 1 4 5 2 10 13 5 2 9 3 5 2 2 9 11 9 12 15 15 1
"8331" 2 7 9 14 11 5 8 14 13 3 4 19 20 9 11 20 6 3 7 8 1
"8332" 6 14 16 11 34 17 7 25 77 142 114 64 54 35 16 16 25 18 19 13 1
"8333" 1 1 0 5 8 4 8 7 7 5 5 5 17 11 7 6 6 6 4 5 1
"8334" 0 2 3 4 1 7 7 9 21 38 29 23 3 0 0 0 0 0 0 0 1
"8335" 6 6 4 1 3 2 4 5 5 5 2 2 7 6 2 2 1 2 1 2 1
"8336" 21 29 28 88 120 112 121 156 121 140 137 143 184 188 142 116 87 62 16 8 1
"8337" 5 1 6 4 1 0 3 2 3 0 1 1 0 1 0 2 3 1 3 3 1
"8338" 22 15 14 17 23 67 89 174 194 175 185 178 98 61 65 62 29 22 19 8 1
"8339" 11 14 20 15 17 16 14 8 13 15 14 14 13 20 11 7 1 5 6 1 1
"8340" 3 4 5 3 9 14 8 0 2 8 9 8 6 2 2 7 6 5 7 8 1
"8341" 14 7 8 8 2 1 5 3 5 10 12 8 5 3 2 1 5 8 3 0 1
"8342" 7 10 8 19 9 5 15 8 5 16 13 6 9 15 7 5 5 13 7 8 1
"8343" 14 13 14 15 12 28 41 39 79 93 63 33 27 13 13 15 13 4 4 2 1
"8344" 9 13 18 18 25 32 62 70 136 161 149 104 59 11 1 25 14 3 12 9 1
"8345" 0 4 6 4 2 2 6 6 10 6 6 1 3 0 0 1 3 2 1 4 1
"8346" 6 3 6 7 10 11 11 10 3 5 4 8 8 6 5 5 3 7 0 0 1
"8347" 10 8 4 6 10 22 28 22 26 30 42 17 4 1 2 2 2 4 3 4 1
"8348" 0 0 0 1 3 1 0 3 28 34 7 2 6 5 5 0 0 0 0 2 1
"8349" 9 22 28 24 17 19 42 76 129 146 108 133 98 62 37 19 7 14 27 23 1
"8350" 8 3 3 3 7 3 3 6 4 3 4 1 5 8 6 2 6 11 7 10 1
"8351" 9 29 23 2 6 8 8 4 1 0 2 5 8 2 1 1 4 10 7 8 1
"8352" 15 1 7 32 91 152 117 96 110 209 161 63 33 35 34 93 108 91 58 30 1
"8353" 27 22 38 47 46 66 86 117 123 147 198 200 275 218 65 84 42 0 0 0 1
"8354" 8 3 1 2 4 11 5 7 5 8 10 9 9 1 4 5 4 7 9 0 1
"8355" 6 4 3 7 7 2 1 0 6 6 16 20 12 5 10 7 2 2 4 3 1
"8356" 4 5 8 8 4 1 1 6 14 7 6 4 3 6 15 10 1 0 6 14 1
"8357" 5 4 3 1 0 5 5 13 19 19 41 74 93 110 106 92 45 56 85 80 1
"8358" 11 20 37 35 40 44 47 96 79 123 147 122 77 32 19 13 6 30 21 9 1
"8359" 0 0 0 2 0 0 4 3 3 7 7 8 6 5 12 11 4 2 3 3 1
"8360" 6 10 2 0 8 4 0 16 26 15 18 7 3 6 6 5 4 3 4 4 1
"8361" 35 75 41 28 21 20 16 21 19 14 15 8 12 19 10 8 9 8 8 7 1
"8362" 0 0 0 1 3 3 4 18 14 6 9 25 7 12 18 8 3 1 7 10 1
"8363" 2 4 11 11 6 3 4 2 1 7 7 10 14 15 13 1 0 0 1 5 1
"8364" 15 7 7 12 9 14 20 19 9 15 9 14 14 18 14 3 18 14 17 23 1
"8365" 4 7 12 10 11 16 13 6 11 14 13 29 17 18 19 8 5 7 6 10 1
"8366" 36 17 14 19 24 22 5 10 6 5 9 9 13 13 13 7 6 2 10 11 1
"8367" 9 22 15 16 14 14 36 59 100 155 138 64 222 257 127 75 86 74 49 67 1
"8368" 0 1 15 37 15 5 6 29 27 60 189 223 104 42 21 8 18 19 76 85 1
"8369" 5 12 9 6 4 1 0 1 12 23 9 5 6 7 9 4 1 2 2 1 1
"8370" 175 202 167 119 103 73 132 240 222 213 199 99 88 50 18 9 16 17 11 3 1
"8371" 3 7 8 11 19 21 7 11 11 8 21 22 22 15 10 0 0 0 0 0 1
"8372" 5 3 3 0 2 1 4 6 6 3 3 5 3 0 0 0 0 0 0 0 1
"8373" 32 12 73 93 114 152 194 186 253 256 201 165 194 166 97 75 49 34 34 30 1
"8374" 16 34 67 56 69 112 204 157 147 387 302 74 69 34 43 43 49 26 15 10 1
"8375" 0 6 9 11 13 4 1 3 4 4 5 8 1 3 1 0 0 3 5 3 1
"8376" 0 0 0 0 0 0 0 17 40 32 5 11 4 3 4 3 0 0 5 5 1
"8377" 17 5 2 2 1 4 8 7 4 5 6 11 8 4 6 3 3 3 0 0 1
"8378" 14 15 3 3 10 14 15 14 7 4 13 12 7 13 6 6 16 18 9 11 1
"8379" 1 1 1 6 10 9 13 11 7 5 4 11 7 5 6 7 1 3 4 6 1
"8380" 3 0 5 22 19 11 4 4 6 12 9 3 3 4 5 1 4 4 1 0 1
"8381" 4 1 4 8 5 11 7 6 10 10 19 13 7 6 13 9 0 1 5 14 1
"8382" 1 1 0 1 3 7 8 0 8 10 7 9 5 1 7 11 12 12 8 9 1
"8383" 13 11 7 11 12 13 6 7 9 13 8 5 4 9 2 2 2 1 0 1 1
"8384" 13 15 15 14 6 8 7 9 10 14 23 19 13 9 14 9 12 12 13 7 1
"8385" 22 45 69 83 133 160 337 417 261 216 252 146 38 38 31 12 22 34 30 13 1
"8386" 10 9 6 14 30 27 16 13 7 2 2 4 12 9 11 5 1 0 1 0 1
"8387" 4 4 2 0 5 8 7 2 6 5 0 5 3 3 0 0 0 0 0 1 1
"8388" 10 13 8 5 15 13 6 4 7 14 8 14 10 2 0 1 0 0 0 0 1
"8389" 6 14 14 4 7 8 5 4 3 5 3 10 3 10 17 11 1 6 7 2 1
"8390" 5 6 6 10 7 6 8 1 3 18 13 5 8 11 7 3 5 6 5 4 1
"8391" 10 21 8 8 5 4 4 6 11 7 7 9 7 5 19 17 5 10 11 12 1
"8392" 30 43 26 27 36 85 186 396 482 451 465 283 337 265 539 473 225 206 131 19 1
"8393" 5 0 0 0 0 7 5 3 0 3 8 2 12 14 1 2 28 29 8 7 1
"8394" 80 83 85 38 33 42 87 107 95 156 228 116 167 262 176 104 46 27 20 25 1
"8395" 7 6 12 44 73 109 248 268 210 205 135 136 225 229 185 110 62 40 46 35 1
"8396" 152 84 56 48 19 13 30 46 59 57 30 33 14 9 11 4 7 14 6 3 1
"8397" 3 3 1 1 0 0 0 1 1 0 0 0 1 6 5 0 0 0 6 3 1
"8398" 13 12 5 4 5 11 12 11 9 2 11 13 9 10 8 9 5 8 5 5 1
"8399" 28 9 10 18 17 9 15 33 46 83 102 100 58 54 64 49 34 23 24 23 1
"8400" 14 5 0 19 33 32 22 42 40 52 42 35 17 20 24 12 15 24 40 63 1
"8401" 63 48 41 39 41 45 51 99 179 196 188 117 89 109 305 332 188 188 355 242 1
"8402" 15 10 13 10 17 11 18 18 17 14 16 16 9 13 20 5 5 4 8 11 1
"8403" 6 15 9 4 9 9 1 0 3 6 10 6 7 8 8 2 5 25 23 10 1
"8404" 0 5 4 0 12 12 5 8 11 6 6 5 7 12 11 16 13 9 6 12 1
"8405" 0 0 0 6 8 5 11 6 7 30 30 17 6 5 7 7 2 6 5 0 1
"8406" 0 3 2 0 4 7 8 7 1 4 1 8 11 8 6 3 18 20 8 10 1
"8407" 1 1 2 1 8 9 16 14 15 3 4 3 4 3 10 7 4 2 13 13 1
"8408" 33 46 33 22 20 35 72 154 288 272 247 254 139 46 30 30 28 54 107 80 1
"8409" 17 15 19 17 14 11 5 8 5 3 10 11 0 2 4 18 14 2 2 2 1
"8410" 11 18 15 5 2 13 38 36 12 19 42 62 53 58 55 25 17 15 21 11 1
"8411" 6 2 0 5 5 1 5 5 7 3 4 5 6 12 12 13 10 7 5 4 1
"8412" 139 122 117 113 52 28 32 90 160 137 147 146 153 75 31 17 44 45 31 27 1
"8413" 3 2 1 1 0 0 9 9 3 8 13 20 7 4 12 5 11 16 9 8 1
"8414" 18 21 23 26 46 62 137 326 397 207 142 230 163 170 248 127 74 38 15 24 1
"8415" 3 2 2 8 4 2 0 0 5 12 13 17 19 11 17 14 12 8 2 2 1
"8416" 5 12 19 14 10 15 20 29 17 14 10 2 3 8 3 6 9 7 5 4 1
"8417" 29 40 68 94 120 150 136 176 172 110 92 53 16 18 9 11 20 7 0 0 1
"8418" 30 26 29 29 28 52 61 32 34 57 35 38 60 59 50 50 70 69 33 17 1
"8419" 14 22 33 18 21 15 15 33 54 98 80 55 91 103 64 42 52 104 121 158 1
"8420" 10 15 4 10 6 2 7 13 14 17 6 5 4 6 10 7 0 6 7 3 1
"8421" 19 26 29 24 27 35 63 78 147 189 204 173 236 285 223 175 82 43 48 57 1
"8422" 1 1 5 2 0 4 5 1 5 5 2 7 8 3 0 4 4 7 6 0 1
"8423" 16 13 1 1 0 1 5 7 8 18 1 3 4 6 11 13 7 4 5 10 1
"8424" 0 0 4 10 6 15 12 8 9 7 12 15 17 19 9 16 17 16 6 10 1
"8425" 2 4 3 1 0 4 8 10 11 17 15 6 3 2 0 0 2 5 5 0 1
"8426" 0 0 0 0 7 7 0 0 1 1 2 2 1 6 2 0 0 3 4 0 1
"8427" 8 9 13 20 25 19 45 71 175 164 140 205 236 128 35 30 14 11 22 24 1
"8428" 12 4 2 16 16 4 2 6 13 33 42 36 64 48 9 10 3 3 3 1 1
"8429" 0 1 4 12 12 10 18 20 11 5 5 9 9 6 8 2 0 0 0 0 1
"8430" 3 3 8 13 7 8 2 4 3 1 9 8 6 4 9 1 15 6 3 5 1
