"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "x"
"7839" 40 57 50 36 40 56 76 94 126 120 171 240 410 205 312 216 142 179 132 59 1
"7840" 8 7 5 9 11 23 19 14 24 27 26 38 38 22 11 8 9 6 7 5 1
"7841" 6 4 8 12 6 5 10 12 22 39 37 29 14 12 4 6 8 9 8 12 1
"7842" 8 5 13 12 11 15 8 15 11 16 13 4 2 1 0 4 5 1 0 6 1
"7843" 28 35 52 24 48 94 122 123 88 37 16 35 109 194 198 122 138 169 157 89 1
"7844" 5 8 4 5 2 5 16 23 53 80 53 30 33 30 15 6 5 2 2 7 1
"7845" 12 15 13 12 14 13 10 3 7 16 18 16 14 13 9 6 5 3 5 12 1
"7846" 50 52 74 95 107 110 138 103 24 39 136 138 86 109 84 38 12 13 26 31 1
"7847" 22 19 8 10 23 31 74 128 118 131 185 186 161 142 142 124 93 77 49 32 1
"7848" 21 15 28 59 135 143 75 93 134 134 55 29 18 48 75 54 38 21 11 10 1
"7849" 2 9 11 9 17 17 18 15 9 11 5 7 3 0 0 0 0 0 0 0 1
"7850" 19 16 14 8 10 14 9 5 6 20 29 28 31 30 25 22 25 15 12 10 1
"7851" 17 44 41 12 8 6 42 103 114 103 107 54 26 60 81 102 70 27 18 21 1
"7852" 3 12 18 10 4 4 8 11 9 8 2 3 8 5 4 14 10 6 3 6 1
"7853" 57 62 69 25 8 14 41 81 71 204 259 152 81 48 89 107 98 184 101 23 1
"7854" 27 46 57 79 103 237 312 267 121 125 177 186 194 79 28 6 0 2 1 0 1
"7855" 1 2 2 0 2 7 11 10 7 5 2 0 4 10 10 8 6 1 4 2 1
"7856" 295 313 280 243 125 43 22 32 87 157 246 296 265 88 66 71 42 40 49 39 1
"7857" 6 8 12 14 21 19 9 6 11 7 1 11 14 6 4 9 10 8 3 0 1
"7858" 13 6 16 15 13 15 18 16 6 4 12 12 7 6 3 1 4 6 7 5 1
"7859" 4 11 9 2 5 12 12 9 9 2 8 11 26 17 16 20 16 17 22 18 1
"7860" 6 8 6 9 10 6 11 12 7 11 8 2 4 2 2 0 2 3 2 2 1
"7861" 44 35 13 14 29 46 65 70 188 169 38 24 20 15 27 64 68 55 28 16 1
"7862" 0 0 0 2 2 0 4 24 24 18 4 5 11 15 5 0 0 1 5 16 1
"7863" 0 0 6 6 5 9 9 11 18 18 11 16 15 9 2 0 5 7 10 8 1
"7864" 45 57 52 22 16 28 34 26 42 65 71 52 46 29 21 13 5 12 12 2 1
"7865" 11 7 6 9 7 11 16 8 12 10 14 15 8 4 15 29 19 5 6 1 1
"7866" 45 39 55 30 21 43 54 37 29 39 51 47 27 6 11 9 3 17 20 46 1
"7867" 16 10 9 9 10 9 14 42 60 105 68 50 91 87 68 34 11 4 11 14 1
"7868" 14 5 4 4 5 12 6 15 12 8 15 17 8 0 0 0 0 0 0 0 1
"7869" 52 40 32 16 37 113 256 313 316 239 267 233 303 221 73 40 5 3 1 0 1
"7870" 126 175 191 139 127 185 102 34 39 28 23 42 190 179 106 62 31 26 31 45 1
"7871" 209 224 113 29 31 36 85 152 237 268 312 424 317 220 161 108 68 51 43 43 1
"7872" 13 31 80 63 31 17 28 222 66 87 158 205 223 139 48 36 44 30 35 42 1
"7873" 0 0 2 3 1 2 6 7 4 6 4 8 4 0 0 4 3 2 5 4 1
"7874" 8 7 5 9 9 9 22 13 13 19 27 18 11 11 9 9 7 2 6 4 1
"7875" 0 1 1 0 0 0 0 6 3 2 5 7 5 11 11 3 2 4 2 1 1
"7876" 16 14 16 9 0 5 5 6 7 12 9 9 16 6 8 16 11 8 2 6 1
"7877" 82 54 34 11 4 17 23 19 30 19 20 26 23 14 8 0 1 13 11 14 1
"7878" 23 17 19 14 24 40 48 54 90 99 46 10 7 10 22 41 52 40 26 18 1
"7879" 0 0 4 1 3 2 0 6 14 18 14 9 12 17 22 1 3 2 5 9 1
"7880" 72 78 44 33 24 54 74 79 58 35 27 16 27 25 18 27 19 17 23 27 1
"7881" 6 0 4 10 12 47 123 187 119 68 44 36 43 53 77 49 115 150 58 29 1
"7882" 4 5 7 9 10 32 12 6 7 10 8 1 6 8 4 5 3 2 6 10 1
"7883" 2 5 16 6 4 1 5 8 7 2 3 4 3 5 4 2 4 4 5 6 1
"7884" 19 23 25 21 13 28 28 30 25 33 35 49 40 52 37 33 33 20 16 10 1
"7885" 1 11 12 2 1 0 0 2 1 2 7 10 4 5 9 3 2 3 6 6 1
"7886" 3 7 4 0 2 3 4 13 17 3 1 1 2 2 8 11 1 5 4 2 1
"7887" 10 10 8 10 15 25 43 77 54 52 62 35 17 14 9 12 24 11 8 6 1
"7888" 5 8 8 5 15 15 2 3 9 2 5 10 5 4 2 1 0 1 3 2 1
"7889" 0 4 2 1 2 1 5 3 1 5 4 0 3 2 0 6 5 2 1 1 1
"7890" 2 7 7 2 5 3 3 0 50 86 69 95 77 17 8 9 7 14 22 7 1
"7891" 0 3 8 11 9 3 2 9 11 12 9 21 19 13 9 5 8 3 8 12 1
"7892" 5 0 0 0 5 4 11 22 52 68 77 90 73 71 44 39 31 51 62 84 1
"7893" 4 4 8 6 4 5 6 17 18 33 20 17 12 16 13 13 8 10 6 4 1
"7894" 1 2 2 3 2 4 13 27 45 73 68 37 16 6 2 1 8 16 10 0 1
"7895" 9 9 9 6 6 9 11 5 14 26 19 10 7 9 1 5 10 7 7 3 1
"7896" 3 0 0 0 1 3 6 7 4 7 18 9 11 4 1 2 7 7 4 4 1
"7897" 10 16 3 0 4 9 11 9 5 12 15 4 0 0 0 0 8 8 0 0 1
"7898" 8 14 5 5 6 10 23 24 25 32 48 77 66 41 56 45 21 21 15 5 1
"7899" 1 0 3 3 0 4 2 7 2 2 0 0 5 4 3 3 3 7 4 3 1
"7900" 15 12 13 8 17 14 15 22 21 52 59 29 13 17 16 15 17 7 15 24 1
"7901" 12 17 7 9 15 11 7 2 7 9 7 10 16 17 7 5 11 10 7 17 1
"7902" 60 52 38 35 21 38 93 110 145 238 239 442 369 251 263 221 101 54 36 39 1
"7903" 20 34 32 25 22 22 44 97 121 204 217 181 153 109 75 54 46 31 43 41 1
"7904" 3 3 3 5 6 4 9 3 9 12 9 10 4 1 5 6 3 4 8 9 1
"7905" 25 30 32 22 21 49 118 109 90 84 67 74 56 48 61 54 61 47 30 5 1
"7906" 0 0 2 7 10 12 16 20 13 6 14 20 10 11 13 8 11 10 11 9 1
"7907" 17 14 11 9 11 7 16 21 31 16 17 18 16 11 11 12 12 15 6 3 1
"7908" 2 1 1 0 0 10 14 2 6 14 11 3 9 11 4 6 6 2 3 6 1
"7909" 0 0 0 3 3 0 5 3 3 2 6 5 1 3 1 1 1 3 3 1 1
"7910" 19 13 10 17 20 17 18 25 21 10 40 35 10 4 4 3 10 11 17 11 1
"7911" 34 14 12 28 49 61 47 47 48 70 82 87 58 24 27 36 21 11 11 16 1
"7912" 69 70 43 39 27 58 140 294 360 544 387 487 446 176 90 54 28 53 182 319 1
"7913" 8 15 13 13 11 8 7 9 10 7 15 27 22 15 9 3 8 5 5 6 1
"7914" 24 9 29 40 41 129 138 50 109 158 121 137 136 62 36 26 6 12 18 13 1
"7915" 2 0 4 2 2 3 2 2 5 1 0 4 4 5 9 10 3 3 5 2 1
"7916" 7 4 0 4 9 4 1 3 2 5 9 5 1 0 5 7 4 4 6 7 1
"7917" 0 1 1 6 4 4 1 2 5 4 11 12 4 1 7 5 3 3 0 0 1
"7918" 4 2 10 5 5 6 6 3 8 11 7 6 4 3 2 4 8 7 6 9 1
"7919" 1 6 3 4 1 4 3 1 2 3 4 4 3 5 8 7 10 10 14 3 1
"7920" 49 45 50 54 48 51 91 124 108 115 105 93 45 37 37 76 36 88 137 75 1
"7921" 4 3 2 8 11 7 4 3 9 4 5 8 8 5 0 0 0 1 2 2 1
"7922" 3 12 12 11 11 9 6 12 8 11 12 12 5 0 0 1 1 5 7 6 1
"7923" 23 43 42 26 10 10 15 25 129 198 180 127 75 76 91 70 39 16 14 17 1
"7924" 4 2 0 2 8 9 1 1 3 10 3 0 0 0 15 23 8 6 6 4 1
"7925" 2 1 12 17 9 6 7 9 8 15 17 28 25 11 8 13 15 16 24 20 1
"7926" 12 5 1 15 23 17 4 6 24 43 22 18 13 16 13 4 2 5 3 3 1
"7927" 2 5 1 1 1 0 3 6 3 2 5 13 6 2 11 4 2 7 5 5 1
"7928" 9 14 12 1 5 5 0 3 3 3 1 2 5 6 1 3 1 1 2 2 1
"7929" 9 7 5 4 2 5 7 6 12 2 1 1 2 1 4 6 3 1 3 2 1
"7930" 24 14 14 24 19 16 10 14 21 10 10 10 11 11 4 3 1 5 5 6 1
"7931" 8 2 0 0 0 0 0 2 4 3 3 7 6 5 0 4 5 2 1 0 1
"7932" 48 30 90 157 168 128 191 242 241 169 143 151 95 87 27 26 21 10 28 22 1
"7933" 0 0 1 10 15 26 43 39 38 76 101 58 61 48 42 17 16 24 16 1 1
"7934" 1 5 1 3 7 12 18 14 5 8 7 1 8 10 2 2 2 0 0 0 1
"7935" 7 16 16 12 12 7 16 19 12 6 8 11 6 3 0 0 0 2 3 6 1
"7936" 1 0 2 7 1 3 5 12 17 0 8 7 4 5 4 3 1 0 1 2 1
"7937" 0 3 5 4 14 13 3 1 3 8 5 0 2 1 1 1 1 2 4 4 1
"7938" 4 4 5 0 6 14 12 7 14 18 19 13 6 10 5 6 8 11 3 3 1
"7939" 38 43 27 21 16 28 80 131 157 142 147 119 45 19 14 42 47 69 145 149 1
"7940" 34 51 57 32 26 50 78 146 271 419 358 281 208 222 114 77 51 40 45 36 1
"7941" 10 13 22 35 31 45 36 48 41 65 82 139 149 188 160 102 93 55 81 39 1
"7942" 21 20 25 39 67 118 137 83 111 139 145 199 187 257 224 167 142 82 52 62 1
"7943" 2 1 1 7 2 4 4 0 1 1 0 2 3 1 0 0 0 1 1 0 1
"7944" 12 67 174 299 244 169 131 166 174 167 128 48 33 15 12 9 33 77 73 52 1
"7945" 39 61 62 51 83 92 118 125 193 192 174 152 147 99 80 58 25 26 27 24 1
"7946" 2 6 5 6 9 8 7 2 9 8 9 37 74 65 18 26 10 2 4 5 1
"7947" 0 0 3 3 0 3 1 2 2 5 3 2 2 1 4 5 5 2 0 0 1
"7948" 11 3 7 6 6 7 6 3 2 8 11 12 5 0 0 4 1 0 4 4 1
"7949" 0 0 10 7 0 0 0 9 34 23 15 8 0 0 0 0 0 0 0 0 1
"7950" 17 24 17 23 27 28 31 71 107 224 209 189 206 186 82 25 31 26 127 228 1
"7951" 5 13 13 11 7 15 16 16 17 12 9 2 6 9 2 0 0 0 0 0 1
"7952" 8 15 16 24 24 24 48 62 96 107 205 392 348 185 164 193 179 105 69 37 1
"7953" 54 70 42 18 5 51 93 109 144 203 247 351 306 299 325 255 154 75 35 23 1
"7954" 0 1 8 10 1 1 7 14 21 45 44 19 21 5 3 13 17 29 23 5 1
"7955" 1 7 24 28 56 53 49 41 63 44 26 39 21 20 25 34 45 23 13 5 1
"7956" 42 32 18 25 56 114 177 145 179 218 187 176 353 211 124 104 45 13 7 24 1
"7957" 10 5 5 10 14 14 13 13 15 15 13 14 7 12 11 7 14 8 13 6 1
"7958" 3 1 1 3 3 1 4 10 6 5 4 3 3 5 3 0 2 6 11 13 1
"7959" 12 18 10 12 43 57 92 113 148 110 378 729 516 207 123 100 110 111 108 122 1
"7960" 5 16 21 3 5 8 12 11 11 15 26 16 20 15 5 1 9 9 7 16 1
"7961" 18 14 10 18 20 8 10 11 17 23 15 12 14 11 5 4 7 10 6 8 1
"7962" 33 13 11 4 3 1 5 32 18 15 28 41 32 21 8 9 0 7 4 12 1
"7963" 15 24 28 35 40 15 13 22 67 152 136 96 136 108 69 24 18 35 57 76 1
"7964" 1 1 3 1 2 1 6 4 1 5 5 4 3 3 16 13 1 6 6 6 1
"7965" 0 0 0 0 1 10 7 4 12 17 14 7 14 24 17 16 22 32 37 27 1
"7966" 16 17 22 56 157 202 194 278 253 180 115 111 137 121 47 25 24 32 28 25 1
"7967" 2 1 10 10 6 8 3 12 15 11 9 6 3 4 4 0 0 0 0 1 1
"7968" 37 46 27 25 34 26 15 26 27 44 69 102 81 65 154 148 164 171 149 135 1
"7969" 4 6 4 3 1 2 4 4 2 3 4 1 4 3 0 7 5 1 0 0 1
"7970" 6 0 8 14 8 5 2 3 4 3 18 20 10 5 4 5 1 0 8 10 1
"7971" 8 5 3 1 3 2 2 3 15 9 2 10 5 0 3 4 1 0 3 4 1
"7972" 14 17 19 14 19 24 50 127 155 131 198 167 278 247 151 183 54 154 116 123 1
"7973" 38 36 24 24 26 46 77 61 46 60 87 92 50 38 20 18 20 14 16 10 1
"7974" 12 23 11 3 3 4 4 8 3 2 6 7 9 11 8 7 9 7 10 11 1
"7975" 44 63 74 98 129 106 149 266 568 476 375 255 361 677 375 184 93 93 41 19 1
"7976" 9 9 8 11 8 13 13 9 7 15 11 6 3 12 14 12 6 8 16 21 1
"7977" 11 4 4 3 0 1 3 3 0 2 2 3 2 11 4 8 4 8 10 3 1
"7978" 15 23 9 17 24 7 12 10 11 9 12 9 9 14 4 6 19 18 6 7 1
"7979" 94 207 221 163 393 480 385 519 374 433 598 445 290 142 54 34 35 83 80 75 1
"7980" 8 9 1 4 6 7 7 8 8 5 3 2 3 3 3 4 4 4 10 10 1
"7981" 29 19 25 29 26 23 40 53 26 35 47 56 57 35 25 23 17 17 13 9 1
"7982" 6 3 6 8 1 12 58 68 71 78 123 84 26 7 3 7 12 9 2 2 1
"7983" 26 33 23 15 14 43 77 79 115 196 239 158 133 112 96 71 50 17 22 35 1
"7984" 24 17 5 0 3 8 2 2 4 9 7 2 6 4 2 11 7 3 3 1 1
"7985" 4 10 13 14 16 16 29 32 35 30 14 8 4 2 8 13 14 16 8 1 1
"7986" 0 2 2 0 0 0 6 7 9 7 2 4 5 4 1 3 11 10 0 8 1
"7987" 17 12 6 4 10 15 7 10 21 35 38 25 14 7 10 7 10 4 7 5 1
"7988" 9 14 17 13 7 14 17 7 16 18 9 9 0 0 2 2 4 4 0 5 1
"7989" 14 62 31 7 11 9 9 10 7 12 3 3 10 12 3 8 11 11 10 22 1
"7990" 6 6 1 5 1 4 4 5 6 7 5 9 7 5 8 4 6 9 11 11 1
"7991" 11 7 14 22 17 8 9 4 16 30 19 8 2 4 10 7 9 10 3 13 1
"7992" 9 7 13 6 10 2 9 14 26 22 14 22 27 34 20 17 4 5 12 10 1
"7993" 8 11 12 9 6 7 4 8 24 23 9 3 4 10 7 8 9 4 3 13 1
"7994" 6 4 2 1 7 4 2 7 1 3 8 7 7 4 3 8 4 0 3 3 1
"7995" 1 3 6 4 2 0 2 1 2 1 8 12 8 8 1 3 3 1 8 10 1
"7996" 9 11 8 2 2 4 6 5 0 3 7 3 5 4 0 0 0 0 0 7 1
"7997" 7 9 6 5 5 1 1 3 1 5 19 12 7 6 6 10 19 12 1 2 1
"7998" 13 6 4 3 8 4 0 2 3 3 1 12 13 16 8 2 8 11 1 7 1
"7999" 8 3 13 26 22 12 10 4 7 22 24 19 14 13 15 13 8 10 9 7 1
"8000" 0 0 0 2 0 0 0 0 3 2 2 3 1 3 9 7 1 0 0 0 1
"8001" 4 9 1 9 20 11 10 12 11 11 7 4 6 8 5 0 9 11 10 3 1
"8002" 38 75 177 260 229 203 155 119 68 47 37 39 47 117 118 75 36 28 36 30 1
"8003" 9 6 4 5 2 1 4 8 2 1 0 5 3 0 4 11 9 6 6 6 1
"8004" 5 9 6 11 9 6 3 9 7 8 6 6 9 5 5 15 15 10 8 7 1
"8005" 5 13 18 43 105 123 91 133 149 68 37 19 8 10 4 0 0 0 4 1 1
"8006" 8 8 2 2 7 5 20 27 6 3 2 3 6 4 4 7 5 1 3 3 1
"8007" 0 2 2 2 9 10 10 43 55 23 14 13 18 7 17 19 11 15 15 16 1
"8008" 2 5 10 0 0 0 4 11 13 7 6 4 6 2 2 5 4 5 5 3 1
"8009" 0 0 5 4 0 0 0 1 0 0 2 4 3 5 3 1 4 4 1 9 1
"8010" 4 4 5 7 6 8 6 2 2 6 12 8 3 4 9 11 7 2 9 9 1
"8011" 0 0 1 4 8 3 1 10 8 7 7 7 5 0 1 4 3 8 6 15 1
"8012" 3 2 0 0 0 3 4 7 2 5 10 9 1 4 3 0 0 0 0 0 1
"8013" 10 6 4 1 4 6 5 4 3 3 6 9 8 6 6 2 1 5 4 7 1
"8014" 5 3 5 5 7 5 6 9 14 18 8 6 5 5 3 3 2 5 3 1 1
"8015" 41 30 15 10 11 40 169 170 101 119 159 110 21 12 8 20 34 25 14 18 1
"8016" 3 6 15 7 3 5 9 9 18 29 43 28 15 36 29 17 6 6 2 6 1
"8017" 5 0 27 34 13 74 48 26 66 117 99 71 51 74 77 60 36 11 14 58 1
"8018" 14 19 20 17 22 22 9 35 101 139 128 134 112 56 15 6 13 23 34 35 1
"8019" 14 19 11 17 12 18 25 27 14 6 10 1 8 11 7 3 10 7 7 11 1
"8020" 11 9 3 1 7 14 14 6 6 6 3 4 6 5 16 12 5 4 5 11 1
"8021" 22 24 37 63 37 25 9 113 174 134 133 247 120 8 16 8 17 28 31 18 1
"8022" 27 17 20 46 44 51 62 48 49 49 26 34 43 21 20 29 23 21 6 3 1
"8023" 4 2 10 6 1 5 19 25 42 43 52 26 14 19 20 10 5 10 10 1 1
"8024" 3 5 10 13 5 6 11 14 7 10 7 16 23 14 18 14 1 6 7 16 1
"8025" 12 6 13 4 7 10 22 21 38 42 37 25 12 9 6 16 26 15 27 40 1
"8026" 2 7 4 7 7 5 8 5 2 2 2 1 1 3 3 3 0 0 0 2 1
"8027" 68 25 19 34 98 138 153 218 261 212 299 242 221 222 237 207 109 115 138 135 1
"8028" 129 74 44 26 33 97 133 335 302 202 331 194 79 27 26 32 32 21 16 13 1
"8029" 5 1 2 2 2 3 3 1 12 19 14 13 10 9 0 2 1 5 12 4 1
"8030" 5 6 6 4 1 17 21 30 67 89 70 41 21 15 8 13 18 17 6 8 1
"8031" 88 84 142 172 147 128 152 111 140 188 195 125 45 11 8 16 39 54 41 25 1
"8032" 15 16 12 44 89 127 109 62 80 144 171 176 128 98 110 98 73 41 26 43 1
"8033" 3 3 3 7 2 9 13 11 9 13 5 1 1 1 10 13 6 3 11 9 1
"8034" 55 36 17 15 43 91 105 71 58 92 109 69 90 72 81 103 94 62 25 17 1
"8035" 6 3 1 5 9 12 4 2 6 6 8 5 5 5 2 5 4 0 5 6 1
"8036" 1 2 1 0 0 0 1 2 1 4 7 7 2 4 1 10 12 9 2 2 1
"8037" 11 7 11 12 25 46 69 54 51 45 45 44 19 13 7 9 9 0 2 4 1
"8038" 1 9 6 13 40 22 24 22 13 18 10 4 2 2 0 0 0 0 1 2 1
"8039" 211 142 165 131 117 72 70 124 140 122 140 160 138 37 10 18 19 22 45 56 1
"8040" 14 11 28 26 21 29 19 12 29 34 18 25 27 17 14 8 20 16 8 8 1
"8041" 7 12 9 9 15 12 14 7 1 4 9 3 6 3 6 5 7 16 11 7 1
"8042" 5 8 3 9 16 14 13 8 6 10 17 13 12 17 10 8 7 2 2 5 1
"8043" 19 14 7 13 9 13 22 43 50 64 55 71 63 55 51 15 4 6 5 1 1
"8044" 60 62 35 34 22 13 7 1 7 10 10 6 9 9 7 10 2 0 0 0 1
"8045" 0 0 0 0 12 12 0 2 7 8 7 8 13 6 0 11 14 8 6 2 1
"8046" 19 19 15 3 1 7 6 3 6 13 12 10 5 0 0 0 2 2 0 0 1
"8047" 17 11 14 8 12 1 2 7 8 7 13 10 18 23 11 9 25 19 20 21 1
"8048" 8 5 5 5 13 21 10 14 16 35 27 26 13 2 14 21 20 21 15 13 1
"8049" 8 13 12 12 12 11 11 12 10 9 5 5 9 7 14 13 4 7 10 4 1
"8050" 2 2 0 0 4 1 3 3 2 3 9 11 1 0 0 0 0 0 0 0 1
"8051" 5 3 2 2 5 5 1 0 4 7 13 25 19 6 1 6 7 3 0 0 1
"8052" 3 4 2 2 3 4 3 2 14 13 2 8 16 5 3 4 8 7 8 4 1
"8053" 6 20 16 18 17 12 16 23 20 63 77 46 42 22 20 11 10 12 10 13 1
"8054" 5 2 0 5 3 0 8 2 1 1 0 0 0 10 3 1 0 0 0 0 1
"8055" 3 4 1 0 6 3 0 7 21 26 37 51 22 17 9 4 6 7 3 6 1
"8056" 20 11 30 47 33 15 27 33 40 41 28 17 21 43 46 54 108 117 80 19 1
"8057" 9 21 36 32 63 72 74 65 24 25 16 11 8 9 2 6 5 10 10 6 1
"8058" 4 1 2 3 2 3 11 9 5 16 6 0 5 1 5 6 2 3 1 5 1
"8059" 2 2 0 0 1 3 2 0 0 2 2 3 3 0 0 0 0 1 6 5 1
"8060" 24 19 26 17 33 43 85 119 114 118 131 100 72 63 33 15 12 22 23 20 1
"8061" 13 31 17 15 31 61 202 244 256 272 256 283 172 57 24 21 30 79 211 355 1
"8062" 0 0 0 0 0 0 0 4 9 4 4 2 4 5 2 10 7 0 2 0 1
"8063" 20 19 22 35 92 214 280 214 212 294 232 186 136 62 36 20 25 45 73 52 1
"8064" 26 25 35 128 146 102 123 146 247 233 128 74 31 16 13 22 32 20 11 8 1
"8065" 8 15 17 27 26 19 27 32 73 152 199 247 291 266 152 113 117 89 49 58 1
"8066" 1 2 1 0 0 0 0 0 1 1 0 3 1 2 4 2 3 1 0 0 1
"8067" 0 1 3 3 1 2 7 9 1 2 2 1 0 0 1 5 0 0 0 1 1
"8068" 3 5 3 1 1 3 6 11 8 2 11 13 8 10 6 4 4 5 1 0 1
"8069" 0 2 5 5 2 1 0 2 1 4 11 7 0 0 2 2 0 4 5 3 1
"8070" 6 0 1 0 0 7 9 2 2 4 6 4 5 3 1 6 7 0 0 0 1
"8071" 0 0 0 0 0 0 2 1 3 8 11 1 1 0 1 1 4 4 1 2 1
"8072" 6 3 5 4 4 4 6 2 6 8 6 7 14 13 6 7 4 1 1 3 1
"8073" 16 4 39 92 155 285 306 375 252 114 34 25 42 83 76 42 66 46 25 18 1
"8074" 8 14 6 2 2 6 5 7 8 9 9 9 9 3 6 24 27 10 9 20 1
"8075" 23 38 61 69 80 52 26 18 30 35 49 74 39 32 25 23 21 24 20 19 1
"8076" 10 4 3 11 54 71 62 95 129 88 29 15 8 3 2 10 21 17 10 7 1
"8077" 7 9 9 11 9 10 8 3 9 10 4 5 1 1 4 7 3 0 5 10 1
"8078" 4 2 8 10 9 15 7 2 0 10 12 2 1 4 3 2 0 4 9 9 1
"8079" 7 3 0 0 1 5 10 7 13 18 10 14 19 1 3 6 3 4 8 11 1
"8080" 2 9 9 2 3 3 3 0 0 4 7 8 5 0 1 1 5 10 24 26 1
"8081" 0 1 1 1 4 6 3 2 2 3 22 13 5 6 8 4 0 0 0 5 1
"8082" 9 28 98 104 57 175 337 214 86 63 45 38 41 50 28 0 0 0 15 31 1
"8083" 3 0 1 2 3 13 18 8 0 6 5 2 1 0 7 10 3 2 0 3 1
"8084" 3 3 9 1 3 0 0 4 5 8 9 6 1 14 18 7 8 2 0 4 1
"8085" 0 0 0 1 1 1 2 5 5 6 8 3 8 7 3 1 6 6 4 1 1
"8086" 24 56 92 112 115 123 125 91 78 191 143 50 86 133 156 102 86 58 41 44 1
"8087" 19 12 10 12 20 60 117 144 182 109 98 77 60 35 34 29 14 18 28 17 1
"8088" 65 35 20 37 93 198 461 729 423 335 289 198 138 129 40 22 33 28 16 41 1
"8089" 8 14 12 13 7 11 13 8 15 17 17 11 23 16 15 7 11 6 3 1 1
"8090" 4 5 5 4 0 5 3 4 5 8 9 8 6 11 16 7 6 5 3 0 1
"8091" 0 0 0 4 4 12 16 12 7 14 17 6 6 9 6 6 6 6 5 1 1
"8092" 1 4 6 6 8 2 0 0 7 12 12 8 8 3 1 2 3 9 7 12 1
"8093" 9 7 18 19 7 2 6 10 21 12 11 12 9 5 5 0 1 0 1 3 1
"8094" 0 6 3 1 0 0 0 0 2 1 8 9 5 3 5 5 2 2 6 3 1
"8095" 16 50 3 6 12 27 56 127 199 223 119 57 46 20 47 55 83 89 55 21 1
"8096" 7 2 4 4 3 8 5 5 8 14 12 10 13 6 4 12 6 2 5 4 1
"8097" 17 12 7 5 6 43 80 99 145 222 224 113 87 54 25 38 39 59 40 42 1
"8098" 6 5 3 4 5 11 14 10 8 6 7 9 7 4 4 11 12 10 15 10 1
"8099" 5 17 20 5 6 8 7 10 8 10 3 8 18 14 2 10 7 7 10 2 1
"8100" 25 18 24 14 13 25 139 119 37 75 57 19 15 9 13 25 28 22 12 2 1
"8101" 0 0 0 0 0 0 0 0 3 4 10 9 13 10 7 13 17 5 9 6 1
"8102" 0 0 8 61 88 116 127 147 148 91 57 55 92 74 47 51 68 33 14 5 1
"8103" 2 2 0 0 0 0 11 52 98 213 256 167 154 248 361 327 252 195 193 78 1
"8104" 15 18 7 4 6 11 17 12 6 17 22 14 6 10 8 8 12 9 14 8 1
"8105" 14 5 6 14 18 14 4 12 18 33 116 100 108 181 203 178 135 124 113 71 1
"8106" 117 62 26 26 47 108 193 228 213 125 122 156 84 17 7 1 3 16 23 19 1
"8107" 12 0 0 1 4 10 12 15 13 9 3 6 8 7 3 3 1 0 1 5 1
"8108" 165 132 53 29 27 42 55 82 194 169 195 248 223 93 28 36 50 61 87 60 1
"8109" 17 24 18 16 22 82 123 92 78 75 54 42 21 5 0 0 0 0 0 0 1
"8110" 4 4 9 7 9 6 1 2 3 10 13 9 5 5 10 4 10 10 10 0 1
"8111" 9 6 8 7 7 14 16 12 13 14 15 28 23 23 17 15 7 19 21 24 1
"8112" 5 3 14 11 4 5 3 3 12 8 7 8 2 3 2 1 2 5 7 2 1
"8113" 10 10 5 3 5 4 6 10 7 11 9 16 16 8 6 9 13 6 1 1 1
"8114" 7 25 22 10 23 34 66 51 105 120 73 52 26 9 16 14 18 28 21 16 1
"8115" 11 5 7 3 1 2 9 19 22 23 26 13 10 6 5 0 2 10 8 5 1
"8116" 79 80 64 32 1 21 99 136 186 88 64 0 90 173 76 132 86 17 12 2 1
"8117" 10 5 5 7 9 10 4 5 6 2 5 2 1 1 0 0 1 7 7 0 1
"8118" 0 0 0 3 4 6 10 3 1 2 5 3 2 4 5 1 0 0 0 3 1
"8119" 10 13 13 13 18 19 18 16 16 70 82 71 52 21 12 5 4 5 8 12 1
"8120" 47 14 12 41 88 90 102 128 103 93 80 68 56 52 37 39 32 28 22 20 1
"8121" 4 8 20 24 9 8 8 4 5 6 4 6 12 9 5 3 7 11 3 5 1
"8122" 19 15 34 22 29 24 23 26 53 46 116 127 77 77 61 44 22 12 21 24 1
"8123" 7 8 3 4 2 1 15 10 6 9 20 21 14 15 7 7 10 6 6 23 1
"8124" 0 1 0 6 9 4 9 1 2 8 6 3 2 3 1 6 4 2 8 4 1
"8125" 13 7 0 0 1 2 1 6 10 8 6 14 10 6 9 8 4 2 5 12 1
"8126" 1 1 3 3 5 4 0 0 1 0 2 6 0 1 4 4 6 1 3 3 1
"8127" 0 0 2 2 1 1 2 5 8 27 75 95 184 235 189 113 67 36 20 11 1
"8128" 22 20 14 13 22 54 84 112 116 162 197 258 185 122 78 36 67 47 20 46 1
"8129" 3 4 3 6 8 16 13 9 10 9 7 3 0 0 0 0 1 3 5 8 1
"8130" 4 6 5 7 5 10 15 12 12 21 22 18 25 16 12 22 46 41 24 8 1
"8131" 30 27 7 20 46 54 55 81 124 135 119 129 137 106 85 55 28 22 22 20 1
"8132" 0 0 0 0 10 86 186 242 480 576 366 248 162 146 110 73 76 112 107 100 1
"8133" 53 106 85 156 216 132 152 173 139 218 167 226 270 150 51 42 53 70 79 84 1
"8134" 41 49 28 52 56 83 79 49 65 114 118 99 80 106 91 34 25 70 30 18 1
